Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006469~negative regulation of protein kinase activity	11	1.0280373831775702	0.0027028070062579284	ENSSSCG00000022689, ENSSSCG00000017498, ENSSSCG00000013286, ENSSSCG00000017823, ENSSSCG00000005998, ENSSSCG00000008832, ENSSSCG00000007079, ENSSSCG00000027855, ENSSSCG00000021460, ENSSSCG00000011414, ENSSSCG00000016459	758	55	11564	3.0511873350923486	0.9991830124200887	0.2659113691542925	4.687946864219128
GOTERM_MF_DIRECT	GO:0008270~zinc ion binding	74	6.915887850467289	0.0029481415809660292	ENSSSCG00000013316, ENSSSCG00000007659, ENSSSCG00000030108, ENSSSCG00000016461, ENSSSCG00000006733, ENSSSCG00000009869, ENSSSCG00000010272, ENSSSCG00000025206, ENSSSCG00000023400, ENSSSCG00000011765, ENSSSCG00000016220, ENSSSCG00000007145, ENSSSCG00000024975, ENSSSCG00000005385, ENSSSCG00000005838, ENSSSCG00000027797, ENSSSCG00000016262, ENSSSCG00000013307, ENSSSCG00000011004, ENSSSCG00000025545, ENSSSCG00000017416, ENSSSCG00000014780, ENSSSCG00000030467, ENSSSCG00000017887, ENSSSCG00000028585, ENSSSCG00000014988, ENSSSCG00000006359, ENSSSCG00000005374, ENSSSCG00000014672, ENSSSCG00000009396, ENSSSCG00000009881, ENSSSCG00000009395, ENSSSCG00000014985, ENSSSCG00000009882, ENSSSCG00000014986, ENSSSCG00000014987, ENSSSCG00000021173, ENSSSCG00000002806, ENSSSCG00000008124, ENSSSCG00000014670, ENSSSCG00000012110, ENSSSCG00000000449, ENSSSCG00000000488, ENSSSCG00000012055, ENSSSCG00000009473, ENSSSCG00000029200, ENSSSCG00000001539, ENSSSCG00000023325, ENSSSCG00000022101, ENSSSCG00000010469, ENSSSCG00000007327, ENSSSCG00000015917, ENSSSCG00000014171, ENSSSCG00000013291, ENSSSCG00000006141, ENSSSCG00000001912, ENSSSCG00000008799, ENSSSCG00000017614, ENSSSCG00000004897, ENSSSCG00000004154, ENSSSCG00000009132, ENSSSCG00000011495, ENSSSCG00000011496, ENSSSCG00000030408, ENSSSCG00000016416, ENSSSCG00000004110, ENSSSCG00000004870, ENSSSCG00000011912, ENSSSCG00000000668, ENSSSCG00000010728, ENSSSCG00000000661, ENSSSCG00000001233, ENSSSCG00000028230, ENSSSCG00000025294	718	831	11233	1.3931632526505973	0.8506417305744973	0.4694295101926834	4.30731554465903
KEGG_PATHWAY	ssc04210:Apoptosis	12	1.1214953271028036	0.0030218514568186444	ENSSSCG00000000769, ENSSSCG00000001404, ENSSSCG00000012657, ENSSSCG00000026940, ENSSSCG00000020906, ENSSSCG00000010448, ENSSSCG00000005838, ENSSSCG00000015783, ENSSSCG00000001009, ENSSSCG00000003395, ENSSSCG00000001952, ENSSSCG00000016101	434	69	7030	2.8170707273091566	0.5405805273612566	0.021977513827002415	3.8717500110647673
KEGG_PATHWAY	ssc04621:NOD-like receptor signaling pathway	10	0.9345794392523363	0.0030639467921997725	ENSSSCG00000004154, ENSSSCG00000001404, ENSSSCG00000017723, ENSSSCG00000017705, ENSSSCG00000013291, ENSSSCG00000004110, ENSSSCG00000001556, ENSSSCG00000001952, ENSSSCG00000008953, ENSSSCG00000028711	434	50	7030	3.23963133640553	0.5455389755347666	0.021668543157767006	3.9246934765117314
KEGG_PATHWAY	ssc04623:Cytosolic DNA-sensing pathway	11	1.0280373831775702	0.0037475728791427475	ENSSSCG00000008977, ENSSSCG00000006543, ENSSSCG00000017705, ENSSSCG00000017698, ENSSSCG00000030408, ENSSSCG00000007508, ENSSSCG00000001009, ENSSSCG00000021504, ENSSSCG00000001952, ENSSSCG00000005163, ENSSSCG00000028711	434	61	7030	2.920979073808265	0.6189922048417955	0.02574220749838574	4.7807323315023575
INTERPRO	IPR000742:Epidermal growth factor-like domain	21	1.9626168224299065	0.0038509662414285364	ENSSSCG00000008962, ENSSSCG00000007067, ENSSSCG00000005533, ENSSSCG00000004789, ENSSSCG00000005506, ENSSSCG00000004755, ENSSSCG00000030900, ENSSSCG00000017084, ENSSSCG00000005699, ENSSSCG00000004658, ENSSSCG00000002555, ENSSSCG00000023693, ENSSSCG00000007145, ENSSSCG00000005455, ENSSSCG00000005723, ENSSSCG00000009565, ENSSSCG00000002444, ENSSSCG00000006286, ENSSSCG00000006287, ENSSSCG00000010312, ENSSSCG00000011850	952	165	15036	2.0101604278074867	0.9966759589385445	0.43484621831924875	6.199443154236728
KEGG_PATHWAY	ssc04115:p53 signaling pathway	12	1.1214953271028036	0.0042416828342004085	ENSSSCG00000022689, ENSSSCG00000029438, ENSSSCG00000000769, ENSSSCG00000003112, ENSSSCG00000004789, ENSSSCG00000000488, ENSSSCG00000004894, ENSSSCG00000022111, ENSSSCG00000010448, ENSSSCG00000015783, ENSSSCG00000028230, ENSSSCG00000029304	434	72	7030	2.6996927803379416	0.6645998568184166	0.028338886796479223	5.39506759839119
KEGG_PATHWAY	ssc05200:Pathways in cancer	38	3.551401869158879	0.004605146949016867	ENSSSCG00000017497, ENSSSCG00000000769, ENSSSCG00000015403, ENSSSCG00000001079, ENSSSCG00000024671, ENSSSCG00000002385, ENSSSCG00000015324, ENSSSCG00000028216, ENSSSCG00000000488, ENSSSCG00000017755, ENSSSCG00000013034, ENSSSCG00000003140, ENSSSCG00000013237, ENSSSCG00000001539, ENSSSCG00000017403, ENSSSCG00000029852, ENSSSCG00000010211, ENSSSCG00000016140, ENSSSCG00000017263, ENSSSCG00000005738, ENSSSCG00000013291, ENSSSCG00000005838, ENSSSCG00000001912, ENSSSCG00000009679, ENSSSCG00000003395, ENSSSCG00000001952, ENSSSCG00000002376, ENSSSCG00000016416, ENSSSCG00000010448, ENSSSCG00000017578, ENSSSCG00000008443, ENSSSCG00000009031, ENSSSCG00000022111, ENSSSCG00000014985, ENSSSCG00000015783, ENSSSCG00000025455, ENSSSCG00000011407, ENSSSCG00000008953	434	387	7030	1.5905166767882446	0.6946376911504497	0.02995889146401942	5.844630189883149
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	24	2.2429906542056073	0.004611616793083794	ENSSSCG00000027243, ENSSSCG00000013316, ENSSSCG00000004142, ENSSSCG00000024594, ENSSSCG00000011000, ENSSSCG00000000488, ENSSSCG00000017693, ENSSSCG00000010448, ENSSSCG00000004808, ENSSSCG00000003928, ENSSSCG00000029852, ENSSSCG00000000253, ENSSSCG00000017403, ENSSSCG00000026082, ENSSSCG00000006543, ENSSSCG00000023693, ENSSSCG00000009240, ENSSSCG00000015340, ENSSSCG00000024388, ENSSSCG00000005724, ENSSSCG00000016243, ENSSSCG00000015783, ENSSSCG00000010452, ENSSSCG00000006940	758	196	11564	1.8680738786279685	0.9999946730819378	0.3970659178046849	7.87292826499526
UP_KEYWORDS	Cell adhesion	14	1.3084112149532712	0.004955571258410287	ENSSSCG00000004366, ENSSSCG00000015124, ENSSSCG00000022218, ENSSSCG00000020740, ENSSSCG00000000647, ENSSSCG00000000293, ENSSSCG00000003726, ENSSSCG00000020694, ENSSSCG00000006286, ENSSSCG00000006287, ENSSSCG00000015886, ENSSSCG00000027494, ENSSSCG00000004192, ENSSSCG00000022289	1002	93	16059	2.412658553860022	0.7410878082397749	0.12639472019055042	6.330109709060505
INTERPRO	IPR011991:Winged helix-turn-helix DNA-binding domain	21	1.9626168224299065	0.005050797109728299	ENSSSCG00000025182, ENSSSCG00000001079, ENSSSCG00000005998, ENSSSCG00000013300, ENSSSCG00000014277, ENSSSCG00000006625, ENSSSCG00000001561, ENSSSCG00000013237, ENSSSCG00000015782, ENSSSCG00000010605, ENSSSCG00000001943, ENSSSCG00000006543, ENSSSCG00000024970, ENSSSCG00000008348, ENSSSCG00000024152, ENSSSCG00000007508, ENSSSCG00000001619, ENSSSCG00000020674, ENSSSCG00000002002, ENSSSCG00000015235, ENSSSCG00000024591	952	169	15036	1.9625826662025758	0.9994408304056794	0.49380000011381664	8.05595493507425
SMART	SM00219:TyrKc	12	1.1214953271028036	0.005291171808875028	ENSSSCG00000026803, ENSSSCG00000017497, ENSSSCG00000008820, ENSSSCG00000003471, ENSSSCG00000004336, ENSSSCG00000026978, ENSSSCG00000013564, ENSSSCG00000022493, ENSSSCG00000024674, ENSSSCG00000004421, ENSSSCG00000016459, ENSSSCG00000013888	543	63	7439	2.6094887310356922	0.8168903788232129	0.43214552224392067	6.908856633803307
GOTERM_BP_DIRECT	GO:0071222~cellular response to lipopolysaccharide	10	0.9345794392523363	0.00533936034503512	ENSSSCG00000008977, ENSSSCG00000011690, ENSSSCG00000011730, ENSSSCG00000017755, ENSSSCG00000013291, ENSSSCG00000010461, ENSSSCG00000014216, ENSSSCG00000011877, ENSSSCG00000029852, ENSSSCG00000028875	758	51	11564	2.9913601324434786	0.999999220084084	0.4302531780965243	9.060560210164514
UP_KEYWORDS	Tyrosine-protein kinase	10	0.9345794392523363	0.005764537623752808	ENSSSCG00000026803, ENSSSCG00000017497, ENSSSCG00000008820, ENSSSCG00000003471, ENSSSCG00000004336, ENSSSCG00000013564, ENSSSCG00000024674, ENSSSCG00000004421, ENSSSCG00000016459, ENSSSCG00000013888	1002	54	16059	2.967952982923043	0.7924724012917972	0.13320581855780977	7.32758859877568
GOTERM_BP_DIRECT	GO:0006357~regulation of transcription from RNA polymerase II promoter	23	2.149532710280374	0.006859308467050842	ENSSSCG00000027396, ENSSSCG00000004357, ENSSSCG00000013316, ENSSSCG00000030165, ENSSSCG00000012318, ENSSSCG00000004142, ENSSSCG00000025182, ENSSSCG00000015393, ENSSSCG00000021361, ENSSSCG00000013300, ENSSSCG00000006625, ENSSSCG00000017693, ENSSSCG00000001561, ENSSSCG00000013237, ENSSSCG00000017403, ENSSSCG00000008898, ENSSSCG00000021865, ENSSSCG00000024970, ENSSSCG00000024152, ENSSSCG00000004167, ENSSSCG00000015235, ENSSSCG00000008123, ENSSSCG00000024591	758	191	11564	1.8371023221760214	0.9999999859618572	0.5011460123034239	11.49458332022265
GOTERM_BP_DIRECT	GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway	10	0.9345794392523363	0.006922815956858019	ENSSSCG00000026803, ENSSSCG00000017497, ENSSSCG00000008820, ENSSSCG00000026978, ENSSSCG00000013564, ENSSSCG00000024674, ENSSSCG00000003811, ENSSSCG00000008265, ENSSSCG00000004421, ENSSSCG00000013888	758	53	11564	2.8784786180116493	0.9999999881327051	0.4913049968691433	11.594933009424446
KEGG_PATHWAY	ssc04068:FoxO signaling pathway	17	1.588785046728972	0.007400408204331768	ENSSSCG00000022689, ENSSSCG00000002385, ENSSSCG00000016832, ENSSSCG00000013564, ENSSSCG00000000488, ENSSSCG00000011810, ENSSSCG00000025729, ENSSSCG00000003928, ENSSSCG00000001556, ENSSSCG00000017403, ENSSSCG00000005981, ENSSSCG00000021443, ENSSSCG00000007507, ENSSSCG00000020906, ENSSSCG00000024388, ENSSSCG00000022111, ENSSSCG00000003395	434	133	7030	2.070441079657669	0.851768087997058	0.04660352304936621	9.236686458904309
UP_KEYWORDS	Calcium	27	2.5233644859813085	0.007611614431359841	ENSSSCG00000029189, ENSSSCG00000000370, ENSSSCG00000017084, ENSSSCG00000020740, ENSSSCG00000011391, ENSSSCG00000004658, ENSSSCG00000009565, ENSSSCG00000027494, ENSSSCG00000017003, ENSSSCG00000022289, ENSSSCG00000006581, ENSSSCG00000009132, ENSSSCG00000022218, ENSSSCG00000005979, ENSSSCG00000005699, ENSSSCG00000010570, ENSSSCG00000023693, ENSSSCG00000014988, ENSSSCG00000020694, ENSSSCG00000003726, ENSSSCG00000028069, ENSSSCG00000014985, ENSSSCG00000014986, ENSSSCG00000002444, ENSSSCG00000014987, ENSSSCG00000002806, ENSSSCG00000011102	1002	251	16059	1.724014123148126	0.8748545634885212	0.1590220968312287	9.568410784685188
GOTERM_CC_DIRECT	GO:0005654~nucleoplasm	85	7.943925233644859	0.009182885265771738	ENSSSCG00000027660, ENSSSCG00000013316, ENSSSCG00000025182, ENSSSCG00000001079, ENSSSCG00000011010, ENSSSCG00000001556, ENSSSCG00000016872, ENSSSCG00000015782, ENSSSCG00000017403, ENSSSCG00000000647, ENSSSCG00000004507, ENSSSCG00000027557, ENSSSCG00000016220, ENSSSCG00000015175, ENSSSCG00000011720, ENSSSCG00000006472, ENSSSCG00000005926, ENSSSCG00000015235, ENSSSCG00000003766, ENSSSCG00000024023, ENSSSCG00000022312, ENSSSCG00000027709, ENSSSCG00000005979, ENSSSCG00000025881, ENSSSCG00000013300, ENSSSCG00000009051, ENSSSCG00000030467, ENSSSCG00000013303, ENSSSCG00000007458, ENSSSCG00000010605, ENSSSCG00000017420, ENSSSCG00000005981, ENSSSCG00000021586, ENSSSCG00000011576, ENSSSCG00000022011, ENSSSCG00000010911, ENSSSCG00000003407, ENSSSCG00000005724, ENSSSCG00000008123, ENSSSCG00000002867, ENSSSCG00000027396, ENSSSCG00000015850, ENSSSCG00000000544, ENSSSCG00000022672, ENSSSCG00000015002, ENSSSCG00000013034, ENSSSCG00000016138, ENSSSCG00000000890, ENSSSCG00000023062, ENSSSCG00000004657, ENSSSCG00000006543, ENSSSCG00000007327, ENSSSCG00000006187, ENSSSCG00000002755, ENSSSCG00000004138, ENSSSCG00000015052, ENSSSCG00000005425, ENSSSCG00000011133, ENSSSCG00000017091, ENSSSCG00000009844, ENSSSCG00000003473, ENSSSCG00000004314, ENSSSCG00000017538, ENSSSCG00000006582, ENSSSCG00000030150, ENSSSCG00000028274, ENSSSCG00000015393, ENSSSCG00000016059, ENSSSCG00000003983, ENSSSCG00000001561, ENSSSCG00000007286, ENSSSCG00000015435, ENSSSCG00000011071, ENSSSCG00000011853, ENSSSCG00000001869, ENSSSCG00000007486, ENSSSCG00000016922, ENSSSCG00000021443, ENSSSCG00000005437, ENSSSCG00000016824, ENSSSCG00000015673, ENSSSCG00000027862, ENSSSCG00000010831, ENSSSCG00000000661, ENSSSCG00000005102	847	1012	13132	1.3022245451278869	0.9603972909418934	0.47574210541737894	11.853730345284152
INTERPRO	IPR013032:EGF-like, conserved site	18	1.6822429906542056	0.009495710332171142	ENSSSCG00000008962, ENSSSCG00000007067, ENSSSCG00000004789, ENSSSCG00000005506, ENSSSCG00000004755, ENSSSCG00000030900, ENSSSCG00000005699, ENSSSCG00000004658, ENSSSCG00000002555, ENSSSCG00000023693, ENSSSCG00000007145, ENSSSCG00000005455, ENSSSCG00000005723, ENSSSCG00000009565, ENSSSCG00000002444, ENSSSCG00000006286, ENSSSCG00000006287, ENSSSCG00000010312	952	144	15036	1.9742647058823528	0.9999992560264402	0.6914706683034284	14.637064846311832
UP_KEYWORDS	Developmental protein	17	1.588785046728972	0.01129910555316522	ENSSSCG00000007067, ENSSSCG00000004366, ENSSSCG00000017538, ENSSSCG00000000606, ENSSSCG00000024671, ENSSSCG00000024393, ENSSSCG00000004755, ENSSSCG00000029852, ENSSSCG00000008898, ENSSSCG00000002555, ENSSSCG00000001943, ENSSSCG00000016140, ENSSSCG00000003423, ENSSSCG00000016018, ENSSSCG00000004421, ENSSSCG00000016646, ENSSSCG00000009679	1002	137	16059	1.9887451374623015	0.9545367836332095	0.21160640198425462	13.892972247375734
GOTERM_MF_DIRECT	GO:0004871~signal transducer activity	14	1.3084112149532712	0.011780012055280977	ENSSSCG00000010046, ENSSSCG00000000396, ENSSSCG00000017263, ENSSSCG00000015324, ENSSSCG00000013639, ENSSSCG00000004241, ENSSSCG00000009833, ENSSSCG00000016059, ENSSSCG00000013034, ENSSSCG00000025729, ENSSSCG00000014216, ENSSSCG00000027550, ENSSSCG00000017403, ENSSSCG00000011357	718	101	11233	2.168592625279241	0.999515001773923	0.851599611622271	16.19766059530444
INTERPRO	IPR001245:Serine-threonine/tyrosine-protein kinase catalytic domain	15	1.4018691588785046	0.011828969860526986	ENSSSCG00000017497, ENSSSCG00000008820, ENSSSCG00000003471, ENSSSCG00000004336, ENSSSCG00000013564, ENSSSCG00000024674, ENSSSCG00000013888, ENSSSCG00000026724, ENSSSCG00000026803, ENSSSCG00000022493, ENSSSCG00000026978, ENSSSCG00000003811, ENSSSCG00000004421, ENSSSCG00000001009, ENSSSCG00000016459	952	113	15036	2.096564289432587	0.9999999772646286	0.7417418688354613	17.911902236018662
SMART	SM00252:SH2	13	1.2149532710280373	0.012466976387029125	ENSSSCG00000008820, ENSSSCG00000008144, ENSSSCG00000024674, ENSSSCG00000013853, ENSSSCG00000010504, ENSSSCG00000004674, ENSSSCG00000013888, ENSSSCG00000026803, ENSSSCG00000002451, ENSSSCG00000027855, ENSSSCG00000009833, ENSSSCG00000004421, ENSSSCG00000011414	543	80	7439	2.2262200736648254	0.9819481871156729	0.6334525472563031	15.573829186754784
UP_KEYWORDS	EGF-like domain	14	1.3084112149532712	0.0124858919713214	ENSSSCG00000007067, ENSSSCG00000004755, ENSSSCG00000030900, ENSSSCG00000005699, ENSSSCG00000004658, ENSSSCG00000002555, ENSSSCG00000023693, ENSSSCG00000005455, ENSSSCG00000009565, ENSSSCG00000002444, ENSSSCG00000011404, ENSSSCG00000006286, ENSSSCG00000006287, ENSSSCG00000010312	1002	104	16059	2.1574735145094426	0.9672070862042523	0.21659870298171557	15.243614305506892
KEGG_PATHWAY	ssc05134:Legionellosis	10	0.9345794392523363	0.012930907299730805	ENSSSCG00000001404, ENSSSCG00000011730, ENSSSCG00000011251, ENSSSCG00000024388, ENSSSCG00000008959, ENSSSCG00000009002, ENSSSCG00000015783, ENSSSCG00000001952, ENSSSCG00000008953, ENSSSCG00000028711	434	62	7030	2.6126059164560727	0.9647368401587759	0.07834409404622611	15.617894441339097
GOTERM_CC_DIRECT	GO:0045121~membrane raft	12	1.1214953271028036	0.014429218568596967	ENSSSCG00000013655, ENSSSCG00000016364, ENSSSCG00000006197, ENSSSCG00000001404, ENSSSCG00000000978, ENSSSCG00000004241, ENSSSCG00000016416, ENSSSCG00000009002, ENSSSCG00000010448, ENSSSCG00000005838, ENSSSCG00000004421, ENSSSCG00000000647	847	81	13132	2.2969084787266607	0.9938235786014374	0.5716591575626557	18.02722488207239
GOTERM_CC_DIRECT	GO:0009986~cell surface	28	2.6168224299065423	0.014608305088743032	ENSSSCG00000009002, ENSSSCG00000004458, ENSSSCG00000029852, ENSSSCG00000028875, ENSSSCG00000016140, ENSSSCG00000001470, ENSSSCG00000007401, ENSSSCG00000004485, ENSSSCG00000014213, ENSSSCG00000027797, ENSSSCG00000008741, ENSSSCG00000015068, ENSSSCG00000003471, ENSSSCG00000010704, ENSSSCG00000022961, ENSSSCG00000011496, ENSSSCG00000016416, ENSSSCG00000015487, ENSSSCG00000030900, ENSSSCG00000004808, ENSSSCG00000008340, ENSSSCG00000027527, ENSSSCG00000006197, ENSSSCG00000029756, ENSSSCG00000026978, ENSSSCG00000016322, ENSSSCG00000028725, ENSSSCG00000010312	847	269	13132	1.6138130203692893	0.9942041895959788	0.5208793586220754	18.23070817571534
GOTERM_BP_DIRECT	GO:0008284~positive regulation of cell proliferation	23	2.149532710280374	0.015063073453993346	ENSSSCG00000008962, ENSSSCG00000011014, ENSSSCG00000015403, ENSSSCG00000026407, ENSSSCG00000006498, ENSSSCG00000001079, ENSSSCG00000002376, ENSSSCG00000028216, ENSSSCG00000009051, ENSSSCG00000022672, ENSSSCG00000004808, ENSSSCG00000003140, ENSSSCG00000008977, ENSSSCG00000012277, ENSSSCG00000012621, ENSSSCG00000009240, ENSSSCG00000008562, ENSSSCG00000014812, ENSSSCG00000012623, ENSSSCG00000016459, ENSSSCG00000026955, ENSSSCG00000008741, ENSSSCG00000005992	758	205	11564	1.7116416757835125	1.0	0.7592487510416066	23.605436380427626
INTERPRO	IPR001849:Pleckstrin homology domain	20	1.8691588785046727	0.01756724533330957	ENSSSCG00000008820, ENSSSCG00000030460, ENSSSCG00000016237, ENSSSCG00000008768, ENSSSCG00000001572, ENSSSCG00000008265, ENSSSCG00000025729, ENSSSCG00000027550, ENSSSCG00000015281, ENSSSCG00000003137, ENSSSCG00000008348, ENSSSCG00000000521, ENSSSCG00000009833, ENSSSCG00000014976, ENSSSCG00000003329, ENSSSCG00000009567, ENSSSCG00000011750, ENSSSCG00000006851, ENSSSCG00000017325, ENSSSCG00000009874	952	178	15036	1.7746199603436883	0.9999999999958705	0.8462378839832863	25.47072684811873
KEGG_PATHWAY	ssc04145:Phagosome	17	1.588785046728972	0.018339503318170077	ENSSSCG00000001469, ENSSSCG00000004789, ENSSSCG00000009002, ENSSSCG00000001398, ENSSSCG00000000647, ENSSSCG00000024161, ENSSSCG00000006350, ENSSSCG00000001453, ENSSSCG00000001470, ENSSSCG00000000293, ENSSSCG00000001457, ENSSSCG00000001456, ENSSSCG00000006648, ENSSSCG00000008314, ENSSSCG00000000662, ENSSSCG00000001231, ENSSSCG00000012890	434	147	7030	1.8732562149283674	0.991408719600451	0.10708338905303161	21.455426514800934
INTERPRO	IPR000315:Zinc finger, B-box	10	0.9345794392523363	0.01871038107238395	ENSSSCG00000014670, ENSSSCG00000012110, ENSSSCG00000005374, ENSSSCG00000014672, ENSSSCG00000029200, ENSSSCG00000001912, ENSSSCG00000014780, ENSSSCG00000021173, ENSSSCG00000001233, ENSSSCG00000017614	952	64	15036	2.467830882352941	0.999999999999262	0.8446882332344625	26.89619174331761
GOTERM_CC_DIRECT	GO:0005578~proteinaceous extracellular matrix	17	1.588785046728972	0.02170028327077602	ENSSSCG00000016364, ENSSSCG00000005593, ENSSSCG00000024671, ENSSSCG00000010272, ENSSSCG00000011496, ENSSSCG00000016416, ENSSSCG00000029852, ENSSSCG00000004658, ENSSSCG00000027331, ENSSSCG00000012277, ENSSSCG00000000155, ENSSSCG00000006359, ENSSSCG00000029587, ENSSSCG00000014985, ENSSSCG00000014232, ENSSSCG00000004192, ENSSSCG00000006940	847	143	13132	1.8431485869502398	0.9995374329208431	0.6170457972204199	25.922458701636288
GOTERM_MF_DIRECT	GO:0005509~calcium ion binding	43	4.018691588785047	0.02205906186988266	ENSSSCG00000000606, ENSSSCG00000029189, ENSSSCG00000000370, ENSSSCG00000004755, ENSSSCG00000013017, ENSSSCG00000013034, ENSSSCG00000017084, ENSSSCG00000013313, ENSSSCG00000020740, ENSSSCG00000005636, ENSSSCG00000011391, ENSSSCG00000004658, ENSSSCG00000002555, ENSSSCG00000027777, ENSSSCG00000009565, ENSSSCG00000027494, ENSSSCG00000022289, ENSSSCG00000017003, ENSSSCG00000007067, ENSSSCG00000006582, ENSSSCG00000006581, ENSSSCG00000004789, ENSSSCG00000022218, ENSSSCG00000005979, ENSSSCG00000016416, ENSSSCG00000005699, ENSSSCG00000030900, ENSSSCG00000004662, ENSSSCG00000027550, ENSSSCG00000010570, ENSSSCG00000023693, ENSSSCG00000006197, ENSSSCG00000014988, ENSSSCG00000020694, ENSSSCG00000003726, ENSSSCG00000005455, ENSSSCG00000014985, ENSSSCG00000002444, ENSSSCG00000014986, ENSSSCG00000014987, ENSSSCG00000003572, ENSSSCG00000002806, ENSSSCG00000002620	718	480	11233	1.4015175255338903	0.9999994227929481	0.9434716478393294	28.296633283473106
UP_KEYWORDS	Protease	24	2.2429906542056073	0.022380720379498703	ENSSSCG00000009132, ENSSSCG00000013418, ENSSSCG00000011765, ENSSSCG00000012569, ENSSSCG00000001422, ENSSSCG00000023693, ENSSSCG00000000774, ENSSSCG00000014988, ENSSSCG00000016220, ENSSSCG00000026940, ENSSSCG00000014171, ENSSSCG00000014985, ENSSSCG00000006648, ENSSSCG00000021105, ENSSSCG00000014986, ENSSSCG00000027797, ENSSSCG00000014987, ENSSSCG00000015783, ENSSSCG00000002806, ENSSSCG00000014997, ENSSSCG00000029658, ENSSSCG00000010312, ENSSSCG00000001951, ENSSSCG00000028711	1002	236	16059	1.629858926215366	0.9978807895127277	0.3366466302635023	25.766069412990944
GOTERM_BP_DIRECT	GO:0007507~heart development	13	1.2149532710280373	0.02245007119618876	ENSSSCG00000004366, ENSSSCG00000013316, ENSSSCG00000001050, ENSSSCG00000028216, ENSSSCG00000004241, ENSSSCG00000004110, ENSSSCG00000012001, ENSSSCG00000009031, ENSSSCG00000004658, ENSSSCG00000008898, ENSSSCG00000015917, ENSSSCG00000015783, ENSSSCG00000014232	758	96	11564	2.0659080914687773	1.0	0.8721429318762498	33.15628453673424
INTERPRO	IPR020683:Ankyrin repeat-containing domain	19	1.7757009345794394	0.02317695528850097	ENSSSCG00000009171, ENSSSCG00000001703, ENSSSCG00000011145, ENSSSCG00000012132, ENSSSCG00000017877, ENSSSCG00000013303, ENSSSCG00000008985, ENSSSCG00000000784, ENSSSCG00000012568, ENSSSCG00000017124, ENSSSCG00000016824, ENSSSCG00000017298, ENSSSCG00000014956, ENSSSCG00000015798, ENSSSCG00000003329, ENSSSCG00000011706, ENSSSCG00000010461, ENSSSCG00000024592, ENSSSCG00000001952	952	171	15036	1.7549019607843135	0.9999999999999991	0.8855523308314787	32.22399054789583
GOTERM_BP_DIRECT	GO:0007411~axon guidance	11	1.0280373831775702	0.023750910733168554	ENSSSCG00000006532, ENSSSCG00000007501, ENSSSCG00000003423, ENSSSCG00000010042, ENSSSCG00000005385, ENSSSCG00000007079, ENSSSCG00000016416, ENSSSCG00000006531, ENSSSCG00000012001, ENSSSCG00000011102, ENSSSCG00000024591	758	75	11564	2.237537379067722	1.0	0.8781402747177961	34.71684040162833
UP_KEYWORDS	Endoplasmic reticulum	16	1.4953271028037385	0.02510937370057332	ENSSSCG00000010853, ENSSSCG00000004826, ENSSSCG00000023472, ENSSSCG00000004241, ENSSSCG00000006702, ENSSSCG00000006238, ENSSSCG00000015476, ENSSSCG00000026724, ENSSSCG00000021464, ENSSSCG00000010554, ENSSSCG00000004875, ENSSSCG00000023693, ENSSSCG00000000260, ENSSSCG00000012077, ENSSSCG00000008648, ENSSSCG00000009882	1002	138	16059	1.8581966501779048	0.9990091604473935	0.3509917635223133	28.447613777107783
INTERPRO	IPR000152:EGF-type aspartate/asparagine hydroxylation site	10	0.9345794392523363	0.0268022097607087	ENSSSCG00000007067, ENSSSCG00000002555, ENSSSCG00000023693, ENSSSCG00000005455, ENSSSCG00000004755, ENSSSCG00000009565, ENSSSCG00000030900, ENSSSCG00000005699, ENSSSCG00000002444, ENSSSCG00000004658	952	68	15036	2.322664359861592	1.0	0.9059200819499151	36.27768411618945
UP_KEYWORDS	Cytoplasm	44	4.112149532710281	0.02740603381087272	ENSSSCG00000000769, ENSSSCG00000017498, ENSSSCG00000013316, ENSSSCG00000014167, ENSSSCG00000000620, ENSSSCG00000006595, ENSSSCG00000015476, ENSSSCG00000017403, ENSSSCG00000023325, ENSSSCG00000008898, ENSSSCG00000004875, ENSSSCG00000004507, ENSSSCG00000012569, ENSSSCG00000000843, ENSSSCG00000022912, ENSSSCG00000011251, ENSSSCG00000013291, ENSSSCG00000006141, ENSSSCG00000004421, ENSSSCG00000016635, ENSSSCG00000001952, ENSSSCG00000001951, ENSSSCG00000028711, ENSSSCG00000005627, ENSSSCG00000000396, ENSSSCG00000012318, ENSSSCG00000004826, ENSSSCG00000030408, ENSSSCG00000014277, ENSSSCG00000016884, ENSSSCG00000016059, ENSSSCG00000015435, ENSSSCG00000025417, ENSSSCG00000006681, ENSSSCG00000023247, ENSSSCG00000005981, ENSSSCG00000011912, ENSSSCG00000016151, ENSSSCG00000024867, ENSSSCG00000012077, ENSSSCG00000012173, ENSSSCG00000015673, ENSSSCG00000009882, ENSSSCG00000015783	1002	511	16059	1.3800110151516927	0.9994783402866668	0.3589304702689672	30.634945105566647
